Age_Group,Occupation,Education,Daily_Free_Time,Learning_Style,Primary_Goal,Current_Productivity,Stress_Level,Focus_Level,Skill_Level,Planet_Focus,Recommended_Missions,Recommended_Habits,Recommended_Daily_Hours,Recommended_XP_Target,Personalized_Plan
25-34,Student,High School,3-4 hours,Auditory,Financial Stability,6,3,6,1,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Engineer,High School,1-2 hours,Kinesthetic,Financial Stability,5,8,8,8,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Other,High School,3-4 hours,Reading/Writing,Better Relationships,8,4,4,7,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Student,Masters,3-4 hours,Visual,Financial Stability,4,7,6,3,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Manager,Bachelors,3-4 hours,Reading/Writing,Better Relationships,8,8,8,2,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
35-44,Student,Masters,5+ hours,Auditory,Aesthetic Design,7,6,6,6,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Manager,Bachelors,3-4 hours,Reading/Writing,Financial Stability,8,5,9,2,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Student,Bachelors,3-4 hours,Reading/Writing,Physical Fitness,8,7,5,9,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Manager,Bachelors,5+ hours,Kinesthetic,Career Advancement,7,8,8,6,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Engineer,Bachelors,3-4 hours,Visual,Financial Stability,5,8,6,5,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Designer,Masters,5+ hours,Visual,Side Projects,7,4,5,5,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
45+,Engineer,Bachelors,1-2 hours,Kinesthetic,Learn React,5,5,9,2,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Student,Bachelors,3-4 hours,Reading/Writing,Side Projects,8,5,9,2,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
35-44,Student,Masters,1-2 hours,Visual,Side Projects,7,6,8,10,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Engineer,Masters,1-2 hours,Kinesthetic,Learn React,8,8,8,9,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Student,Bachelors,3-4 hours,Visual,Mindfulness,5,5,6,5,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
18-24,Student,Bachelors,3-4 hours,Auditory,Aesthetic Design,8,7,6,9,Relationships,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Designer,High School,1-2 hours,Visual,Financial Stability,9,8,7,7,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Engineer,High School,1-2 hours,Reading/Writing,Physical Fitness,7,10,7,2,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Student,Bachelors,3-4 hours,Visual,Aesthetic Design,5,5,7,6,Health,"Track meal nutrition,Practice deep breathing,Monitor physical vitals","Sleep 8 hours,Drink 3L water,Track daily calories",1.5,80,Health & Wellness Plan
18-24,Manager,Bachelors,1-2 hours,Reading/Writing,Financial Stability,5,5,5,3,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Student,Bachelors,3-4 hours,Visual,Physical Fitness,8,6,8,10,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Other,Bachelors,3-4 hours,Reading/Writing,Financial Stability,5,5,7,8,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Engineer,Bachelors,1-2 hours,Visual,Side Projects,5,9,7,1,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Engineer,Bachelors,5+ hours,Visual,Creative Writing,9,7,7,9,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
45+,Manager,High School,5+ hours,Auditory,Financial Stability,9,8,7,3,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
45+,Engineer,Masters,5+ hours,Visual,Creative Writing,6,5,4,8,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
45+,Engineer,Bachelors,3-4 hours,Reading/Writing,Aesthetic Design,9,7,6,1,Relationships,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Student,Masters,1-2 hours,Auditory,Financial Stability,5,3,9,6,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Manager,Masters,1-2 hours,Visual,Side Projects,7,8,7,3,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Designer,Masters,3-4 hours,Visual,Aesthetic Design,5,8,6,6,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Student,PhD,3-4 hours,Auditory,Physical Fitness,6,4,5,2,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Engineer,Masters,3-4 hours,Reading/Writing,Physical Fitness,6,10,7,3,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Manager,Bachelors,5+ hours,Kinesthetic,Career Advancement,6,7,6,8,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
25-34,Designer,Masters,1-2 hours,Auditory,Side Projects,7,7,5,10,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
45+,Engineer,Bachelors,3-4 hours,Kinesthetic,Physical Fitness,6,5,8,5,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Engineer,Bachelors,5+ hours,Visual,Side Projects,7,4,5,8,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
45+,Student,Bachelors,5+ hours,Auditory,Better Relationships,7,5,5,1,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Engineer,Bachelors,1-2 hours,Auditory,Career Advancement,7,6,4,3,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Engineer,Masters,3-4 hours,Auditory,Better Relationships,5,7,8,2,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Student,High School,5+ hours,Kinesthetic,Learn React,6,5,6,2,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
18-24,Engineer,Masters,3-4 hours,Visual,Better Relationships,5,8,8,9,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Manager,Bachelors,1-2 hours,Reading/Writing,Mindfulness,6,10,7,2,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
25-34,Engineer,PhD,3-4 hours,Visual,Aesthetic Design,8,9,4,6,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Engineer,High School,1-2 hours,Visual,Financial Stability,7,7,4,9,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Manager,Masters,3-4 hours,Kinesthetic,Physical Fitness,8,5,4,1,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Student,Bachelors,1-2 hours,Reading/Writing,Creative Writing,7,6,9,5,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Manager,Bachelors,5+ hours,Visual,Financial Stability,7,6,4,7,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
35-44,Manager,Masters,3-4 hours,Auditory,Better Relationships,9,9,6,5,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
35-44,Manager,High School,3-4 hours,Auditory,Creative Writing,5,8,6,2,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Engineer,Bachelors,3-4 hours,Auditory,Better Relationships,5,6,7,6,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Engineer,Bachelors,3-4 hours,Visual,Learn React,9,9,6,3,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
45+,Student,Bachelors,3-4 hours,Visual,Physical Fitness,6,3,6,6,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Engineer,Bachelors,3-4 hours,Reading/Writing,Financial Stability,9,7,4,3,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Engineer,Bachelors,1-2 hours,Visual,Career Advancement,9,7,7,7,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
45+,Student,Masters,3-4 hours,Auditory,Side Projects,4,6,6,3,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
35-44,Engineer,Masters,3-4 hours,Visual,Financial Stability,9,8,4,9,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Engineer,Bachelors,3-4 hours,Auditory,Financial Stability,5,8,5,4,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
